courier,week,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
296764,6,-1,62,95,0.0947,0.9053,100,0,4361.0737,0.6947,8.59544316,27,20.658,5.09989474,0.7895,75.66532258,2,13
296764,7,-9,61,99,0.0707,0.9293,109.2525,0.0101,4154.9091,0.7879,8.99747576,34,20.26060606,5.43444444,0.8182,71.61111111,1,5
296764,9,-34,81,74,0.0676,0.9324,100,0.0541,4713.3108,0.7973,9.44797568,26,17.69972973,5.27513514,0.8514,44.1776406,3,11
296766,1,-18,90,112,0.1071,0.8929,100,0.0982,6797.375,0.6875,10.59151607,47,18.29035714,6.48633929,0.7857,81.39753086,1,17
296766,2,8,72,96,0.0833,0.9167,102.2917,0.1146,6513.625,0.6771,10.3135375,45,22.7275,6.305,0.7604,89.34799383,4,14
296766,3,-5,80,101,0.1584,0.8416,103.3663,0.1089,6928.0792,0.6337,9.59339901,41,17.86049505,6.28514851,0.7327,79.50555556,7,12
296766,4,6,75,105,0.1524,0.8476,101.1524,0.1619,5804.0667,0.7048,9.75301714,49,17.914,5.83333333,0.7429,79.61074074,2,15
296766,5,-5,81,109,0.055,0.945,101.5596,0.0642,5363.7798,0.7064,9.71529358,44,18.66862385,5.53220183,0.7982,76.93347051,7,45
296766,6,18,76,94,0.1277,0.8723,99.4681,0.0319,5449.883,0.6489,9.59219681,39,20.62978723,5.59904255,0.7553,69.1001462,6,21
296766,7,-5,94,113,0.115,0.885,101.5044,0.0442,5269.8496,0.6283,9.7961646,42,16.71761062,5.64769912,0.7434,67.92760047,3,9
296766,8,-18,89,106,0.066,0.934,100.4717,0.0377,4986.283,0.7547,10.95597642,51,20.8504717,5.43575472,0.8491,67.59769039,2,25
296766,9,-4,71,79,0.038,0.962,100.0633,0.0633,6091.3291,0.6962,11.29409494,41,20.02303797,5.9178481,0.8481,67.84350548,8,14
296766,10,-44,67,68,0,1,100,0,4187.6618,0.8529,11.03504706,34,19.20176471,4.95941176,0.8824,57.47222222,3,4
296766,11,19,23,30,0.0667,0.9333,100,0,5102.1667,0.7667,10.13222,14,17.049,5.487,0.9,77.61352657,1,3
296786,0,-18,126,136,0.125,0.875,100,0.0588,2820.5221,0.5735,8.08112721,35,19.30610294,4.17316176,0.6765,62.98082011,6,41
296786,1,8,108,98,0.0612,0.9388,100.4082,0.051,2711.4694,0.6837,8.11173469,25,17.60622449,4.13214286,0.7245,51.57433128,6,28
296786,2,-7,116,128,0.0625,0.9375,100,0.0781,2736.7188,0.6875,7.94791641,34,18.166875,4.15085938,0.7734,57.37212644,4,15
296786,3,3,109,109,0.1101,0.8899,101.1009,0.0826,2810.2661,0.6422,9.04174495,36,16.64779817,4.27348624,0.6972,61.34683996,3,12
296786,4,-11,112,114,0.0789,0.9211,100,0.0526,2459.1053,0.6316,8.92777895,38,18.56798246,4.02114035,0.7193,57.70634921,3,22
296786,5,20,101,103,0.0777,0.9223,103.4951,0.0874,2488.4757,0.7087,8.5602,24,18.32553398,4.17951456,0.7476,61.16336634,3,22
296786,6,-45,121,90,0.0667,0.9333,100,0,2631.7,0.6333,7.85629556,21,18.48333333,4.13633333,0.7444,37.90151515,3,15
296786,7,-10,76,83,0.0602,0.9398,100,0.0241,2289.6145,0.7711,7.67711205,22,21.90301205,3.96759036,0.7831,53.67032164,3,9
296786,8,-50,66,42,0.0714,0.9286,100,0,2571.9286,0.8333,7.1130881,11,16.86619048,4.04809524,0.881,33.82575758,2,18
296786,9,-10,16,2,0.5,0.5,100,0,2111.5,1,5.60835,0,8.55,3.74,0.5,5.196180556,1,5
296803,0,18,29,34,0.1765,0.8235,100,0.0294,4426.8824,0.6765,10.92549412,15,22.35705882,5.17882353,0.6176,83.79885057,1,15
296803,1,-25,47,62,0.0161,0.9839,111.2258,0.0484,4464.6452,0.8065,9.74973065,28,20.10887097,5.67322581,0.8871,70.78841608,2,11
296803,3,5,53,58,0.069,0.931,102.069,0,4597.7069,0.7759,11.59913793,33,18.35637931,5.39637931,0.8793,69.62945493,1,15
296803,4,1,58,69,0.1159,0.8841,100,0.058,4187.2464,0.7391,9.77173478,30,16.61637681,5.0515942,0.7971,67.09099617,1,14
296803,5,-1,59,64,0.0938,0.9063,102.1875,0.0469,5201.1406,0.7969,12.48567656,40,18.80078125,5.7959375,0.8281,65.40112994,1,49
296803,6,-9,58,61,0,1,100,0,3654.3607,0.8852,10.73552131,30,19.59852459,4.64786885,0.9508,42.97940613,1,12
296803,7,3,49,71,0.0282,0.9718,100,0.0282,3258.8028,0.8732,10.20704789,29,17.42056338,4.57507042,0.9577,60.07369615,2,2
296803,8,5,52,66,0.1212,0.8788,100.4545,0.0152,3848.9697,0.697,8.98939394,19,17.68787879,4.71924242,0.8333,64.18482906,1,24
296803,9,-11,57,74,0.0405,0.9595,100.2703,0.0541,4560.3514,0.6892,10.47905676,31,18.26040541,5.37581081,0.8649,64.14230019,3,19
296803,11,-41,48,56,0.0357,0.9643,100,0,5007.625,0.6964,9.85952857,24,23.84428571,5.56482143,0.8036,66.58738426,2,18
296805,0,-18,44,67,0.1343,0.8657,100,0.1045,5616.597,0.5075,9.46740746,20,18.23134328,5.8438806,0.6866,86.06755051,2,7
296805,1,-16,26,31,0.0323,0.9677,100,0,5288.6452,0.6452,9.72687419,10,15.41354839,5.44322581,0.7742,64.39423077,1,5
296805,5,-3,11,8,0,1,100,0,4495.875,0.75,17.127075,6,33.945,5.75,0.875,45.12878788,1,5
296812,2,-7,28,12,0.0833,0.9167,100,0.0833,5114.75,0.75,9.18334167,2,24.93833333,5.64083333,0.8333,31.90873016,1,3
296812,3,12,21,22,0,1,100,0.0455,4981.5,0.7727,11.43105,11,28.76409091,5.40409091,0.8636,67.52116402,1,6
296812,4,-24,33,37,0,1,100,0.027,5478.7838,0.8919,9.28243243,13,16.77567568,5.68324324,0.8919,78.746633,1,6
296812,5,54,9,7,0.1429,0.8571,104.2857,0.2857,3639,0.7143,12.13332857,3,18.10714286,5.01285714,0.8571,52.16666667,1,8
296812,6,-31,63,60,0.0167,0.9833,100.3333,0,4648.3333,0.8,10.54639667,25,21.453,5.32383333,0.8333,62.03791887,1,20
296812,8,-7,25,33,0.0909,0.9091,100,0.0303,4366.9697,0.8182,7.37878788,7,22.81030303,5.04030303,0.8485,77.12777778,1,1
296812,9,-8,18,20,0,1,100,0,3393.3,1,7.993335,5,21.3265,4.44,1,59.88580247,1,2
296968,0,22,51,63,0.1429,0.8571,100.6349,0,4584.8254,0.7302,8.16031587,18,18.18412698,4.93984127,0.7302,63.66013072,2,23
296968,2,-3,63,87,0.2529,0.7471,100,0.1264,4210.4713,0.5057,9.02566552,30,15.70701149,4.84022989,0.5632,77.7138448,4,14
296968,3,-5,60,73,0.1644,0.8356,100.274,0.0822,4928.2329,0.726,9.24634384,22,20.12561644,5.24109589,0.7808,72.51990741,4,22
296968,5,-7,63,89,0.1236,0.8764,113.7753,0.0225,3477.7303,0.7528,10.33183371,34,20.80348315,5.23595506,0.7753,72.81525573,3,35
296968,6,19,56,65,0.0923,0.9077,100.9231,0.0462,4182.4615,0.7077,8.87821385,26,20.48292308,4.92030769,0.8308,68.26636905,1,12
296968,7,-75,75,85,0.0706,0.9294,100.5765,0.0706,4245.7294,0.8,9.41176353,35,20.25235294,4.92258824,0.8118,63.65777778,4,22
296968,9,10,68,105,0.0381,0.9619,100.7619,0.1048,4815.619,0.8,8.15095238,36,18.088,5.02514286,0.8381,80.4003268,4,25
296968,10,-22,78,110,0.0364,0.9636,105.1818,0.2909,4729.4636,0.8273,7.21121273,25,20.87572727,5.22127273,0.8727,78.1980057,6,21
296968,11,-11,56,73,0.0137,0.9863,107.6438,0.0822,5009.2055,0.9041,8.95045342,28,19.89054795,5.73808219,0.8767,76.94742063,6,26
299028,1,8,27,56,0.0536,0.9464,141.7321,0.1071,2387.2857,0.7143,8.68839821,15,20.21214286,5.82196429,0.7679,79.8744856,2,5
299028,2,-14,35,59,0.0169,0.9831,123.9322,0.1695,2311.661,0.8814,8.98220169,22,21.16237288,4.90559322,0.8814,76.25079365,1,12
299028,3,6,21,35,0.0286,0.9714,137.7429,0.0286,2805.3143,0.9143,7.98332571,9,18.65428571,5.90371429,0.9429,74.28306878,1,12
299028,4,-11,27,47,0.0426,0.9574,117.2128,0.1489,2430,0.9149,9.39681277,15,20.30893617,4.91340426,0.8936,77.13580247,3,7
299028,5,-4,16,29,0,1,143.4483,0.0345,2352.1379,0.8276,9.4862069,13,18.59862069,5.87344828,0.931,76.44097222,1,4
299028,6,-12,12,4,0.5,0.5,105.25,0.25,2380,0.25,2.575,0,12.645,4.06,0.25,19.15046296,1,1
299028,10,-32,53,50,0.02,0.98,127.98,0.06,2435.76,0.8,7.154664,13,19.1416,5.0724,0.84,38.04874214,1,7
299152,11,1,28,38,0,1,100.7895,0.0263,4541.4737,0.7368,5.73245263,8,25.32105263,6.76763158,0.5,68.63492063,1,22
299242,1,-9,22,32,0.1563,0.8438,100,0,5132.9063,0.6875,12.49584375,17,19.7890625,5.6178125,0.75,77.28282828,1,12
299242,4,9,16,28,0.0357,0.9643,100,0.1071,5021.6786,0.9286,11.71309643,12,21.58035714,5.59107143,0.8929,88.24131944,1,1
299242,6,-11,21,30,0.0333,0.9667,100,0,4022.2667,0.8667,11.30609667,15,19.83766667,5.00366667,0.9,71.05291005,3,3
299242,10,3,9,14,0,1,100,0,4287.3571,0.7857,14.075,10,20.80285714,5.13285714,0.7857,72.07407407,1,1
299302,5,-12,30,19,0.0526,0.9474,100,0,3669.3158,0.8421,7.72368421,1,25.96105263,4.38631579,0.8947,36.26574074,1,9
299302,8,-23,23,18,0,1,100,0,3204.7778,0.8889,8.17407222,2,14.95277778,4.29666667,0.9444,42.4589372,1,5
300625,1,-13,78,61,0.1148,0.8852,100,0.082,5026.6066,0.6721,8.77076066,21,19.71967213,5.14131148,0.7213,48.73931624,3,20
300625,2,-2,65,82,0.1098,0.8902,100,0.0854,4684.3293,0.6341,8.00162927,24,20.38085366,5.00170732,0.7439,71.56495727,4,19
300625,3,-3,63,60,0.1167,0.8833,101.3333,0.0333,4365.8333,0.7167,6.54861833,12,16.571,4.90233333,0.75,47.89991182,3,18
300625,4,-60,60,29,0.1724,0.8276,101.3793,0.2069,6114.2414,0.6207,5.84023103,4,15.28482759,5.70034483,0.8276,33.74814815,4,14
300939,2,-22,22,38,0.0263,0.9737,111.2368,0.0789,4941.1053,0.7632,11.33903158,17,20.72684211,6.09578947,0.8421,94.90530303,2,5
300950,1,-30,47,64,0.0156,0.9844,100,0.0781,5841.5313,0.8594,9.318225,20,25.7625,5.94078125,0.8594,86.32919622,2,12
300950,2,-17,17,20,0.2,0.8,100,0,5600.55,0.6,9.614995,7,20.3525,5.8185,0.65,76.68627451,1,1
300950,4,-14,53,55,0.1273,0.8727,100.3636,0.1273,4538.6364,0.8545,8.38545091,15,17.65836364,5.05981818,0.8182,53.39360587,1,5
300950,6,5,39,48,0.0417,0.9583,100,0,4653.0833,0.875,12.41631458,26,21.7275,5.523125,0.9167,70.63319088,2,4
300950,7,-14,44,42,0.0476,0.9524,100,0,4218.1667,0.9048,9.30635238,13,20.6247619,5.05285714,0.9286,53.9084596,1,10
300977,0,24,80,82,0.2439,0.7561,100,0.0854,5803.1463,0.5244,10.28333659,29,16.9754878,5.93853659,0.6098,74.1375,6,13
300977,1,2,104,92,0.163,0.837,100.2174,0.0326,5550.3152,0.6522,10.50036522,40,19.15880435,5.81032609,0.7065,61.19925214,1,18
300977,2,-16,106,123,0.0813,0.9187,100.1057,0.065,5118.9187,0.6992,10.71002846,58,17.54170732,5.63317073,0.7398,80.76939203,9,18
300977,3,-22,90,122,0.1148,0.8852,101.5574,0.0738,5346.4262,0.7623,10.5924918,45,18.13622951,5.73770492,0.8033,90.32037037,7,20
300977,4,15,68,76,0.0658,0.9342,100,0.0789,4945.8289,0.7763,9.68355263,28,17.43394737,5.37763158,0.8421,67.46772876,5,14
300977,5,-11,83,114,0.0614,0.9386,117.9825,0.0877,4747.3596,0.7193,10.27894211,45,19.30061404,5.74912281,0.7544,80.97757697,5,41
300977,6,-25,72,48,0.0417,0.9583,100,0,4428.4792,0.75,9.38263958,18,20.57479167,5.09645833,0.8333,40.14583333,6,8
300977,7,18,47,59,0.0508,0.9492,100,0.0169,3659.322,0.8136,10.30536102,23,22.30677966,4.80728814,0.8644,65.93439716,1,13
300977,8,-16,65,52,0.0769,0.9231,100,0.0385,4632.0769,0.8846,9.72980385,21,22.13711538,5.27019231,0.8462,46.79487179,2,8
300977,9,2,49,73,0.0137,0.9863,100,0.0411,3875.6027,0.9315,11.46620685,31,19.74657534,4.91479452,0.9041,74.04761905,3,9
300977,10,26,51,66,0,1,100,0,4490.4545,0.8333,11.22978788,32,19.59121212,5.23287879,0.9091,74.22821351,2,7
300977,11,-21,77,88,0.0114,0.9886,100,0.0455,4896.5114,0.8068,9.20662727,29,18.30204545,5.42147727,0.8636,66.45779221,3,19
311822,0,-5,50,82,0.2683,0.7317,101.4634,0.061,5030.9268,0.5976,11.12642317,36,20.50219512,5.42463415,0.6463,98.56055556,1,24
311822,1,0,45,74,0.1351,0.8649,100.2703,0.027,4194.2162,0.6892,9.99324459,26,18.36797297,4.91905405,0.7297,94.06296296,3,16
311822,2,-7,45,71,0.1549,0.8451,100,0.0563,5164.5775,0.6479,11.23873521,33,23.30901408,5.47352113,0.6761,102.7617284,2,9
311822,3,3,38,58,0.2414,0.7586,102.5862,0.1379,5291.2759,0.5862,10.21551724,20,21.52655172,5.45258621,0.6724,94.87938596,2,9
311822,4,0,41,66,0.2576,0.7424,101.5152,0.1061,4878.2424,0.5455,9.65959545,24,15.63015152,5.1680303,0.6061,95.89769648,2,15
311822,5,-41,41,61,0.3115,0.6885,100.3279,0.0492,5059.5082,0.4754,9.59536066,22,34.1642623,5.39311475,0.5738,92.26219512,1,24
312014,7,-12,14,16,0.0625,0.9375,100,0,3567.5,0.8125,4.95625,4,23.70625,6.41375,0.375,51.4047619,1,5
312019,2,-9,26,39,0.2308,0.7692,100,0.0513,3953.0513,0.4359,7.76025128,5,17.78923077,7.04333333,0.3077,65.53098291,1,8
312019,3,40,17,27,0.2963,0.7037,101.4815,0.0741,4180.2593,0.2963,9.9216,10,14.45333333,7.42407407,0.1852,75.9624183,1,7
312019,4,-33,57,78,0.1154,0.8846,103.7179,0.0256,4297.5769,0.5641,9.74081282,30,24.74423077,7.88205128,0.2564,67.62621832,2,29
312019,6,12,65,88,0.1591,0.8409,100.7955,0.0455,4287.1477,0.5114,8.71307159,34,22.20954545,7.54011364,0.2727,64.10598291,1,22
312019,7,-33,77,112,0.1071,0.8929,100.8036,0.0268,3823.8661,0.5536,8.40758929,30,21.23848214,7.16232143,0.2679,66.76406926,1,31
312019,8,-44,44,63,0.254,0.746,100,0.0159,5403.127,0.4762,9.02883492,19,19.52126984,8.66666667,0.254,74.22790404,2,32
312030,4,-10,16,18,0,1,110,0,3658.4444,0.5556,5.89259444,2,18.48666667,7.09944444,0.3333,55.77430556,1,7
312072,0,14,55,64,0.1563,0.8438,100.3125,0.1406,7250.3281,0.6875,11.21796719,32,18.93140625,6.7303125,0.6719,83.05353535,6,10
312072,1,-24,69,91,0.044,0.956,100,0.0879,5746.2747,0.7802,10.52490879,42,18.83505495,5.6978022,0.8022,75.47906602,3,28
312072,2,25,45,51,0.1176,0.8824,100.5882,0.1176,6120.6471,0.7843,11.78300392,23,18.13098039,6.19764706,0.8039,74.96419753,3,12
312072,3,-8,70,85,0.0706,0.9294,108.4118,0.1294,6412.3412,0.7412,11.76333176,40,18.64752941,6.82317647,0.8,82.02063492,1,11
312072,4,-28,62,70,0.0714,0.9286,100,0.1,4503,0.8429,10.88832714,30,20.34557143,5.24814286,0.8429,66.31675627,1,5
312072,5,15,34,45,0.0444,0.9556,104.6667,0.0444,3986.8222,0.7778,14.66852,27,24.19866667,5.41711111,0.8444,84.34150327,4,14
312072,7,10,44,57,0.0877,0.9123,100,0.0175,4263.1754,0.8421,10.3663807,27,17.26894737,4.95877193,0.8246,74.52209596,2,7
312072,8,-5,54,77,0.0649,0.9351,100,0.0649,4354.1948,0.8312,11.15757403,42,18.94857143,5.02792208,0.8442,78.12602881,1,18
312072,9,-5,49,64,0.0313,0.9688,100,0.0313,3559.3125,0.7813,11.6971375,35,19.378125,4.68640625,0.8594,67.29535147,3,8
312072,10,3,44,53,0.0189,0.9811,100.9057,0,3971.6604,0.9245,12.48993585,30,17.6554717,5.11113208,0.9245,64.29924242,5,6
312072,11,14,47,69,0,1,100.4348,0.0145,4484.3043,0.9275,10.74975797,32,20.24028986,5.32797101,0.8986,74.37825059,1,11
312110,3,-14,14,17,0,1,103.5294,0,5290.1765,1,11.86471176,8,22.88176471,5.98941176,1,68.79166667,1,2
312110,5,-6,12,17,0,1,100,0,3421.5882,1,13.49216471,9,23.05588235,4.83058824,1,78.75925926,1,6
312110,7,-9,19,23,0,1,100,0,3613.3043,0.9565,9.94130435,10,20.07391304,4.73565217,0.9565,62.60964912,1,2
313625,0,2,31,37,0.0811,0.9189,100,0.1081,4815.7568,0.7297,10.00585135,12,23.17513514,5.3,0.7838,83.76971326,2,17
313625,1,-1,33,33,0.0909,0.9091,100,0.0909,4184.697,0.8788,10.38434848,12,20.59060606,4.97666667,0.7879,77.11026936,2,4
313625,3,-9,26,32,0,1,101.875,0.25,4575.1875,0.875,10.04479063,14,17.963125,4.990625,0.875,79.07692308,1,23
313625,6,13,31,39,0.0256,0.9744,100.5128,0,3308.6667,0.8718,11.73333077,17,30.61025641,4.5374359,0.8462,76.36021505,1,8
313625,7,-2,44,45,0.0889,0.9111,100.2222,0,3363.1111,0.8889,9.08666889,16,17.88555556,4.53511111,0.8667,50.20896465,5,4
313625,8,5,42,61,0.1311,0.8689,100,0.0656,3571.6066,0.7049,7.85491475,17,19.66098361,4.52622951,0.7049,71.08399471,3,10
313625,9,-27,47,51,0.0588,0.9412,100,0.0784,4167.3333,0.8039,8.12417451,15,19.25215686,4.84215686,0.8235,58.88475177,1,14
313625,11,-1,34,19,0,1,133.8947,0,3927.7368,1,9.9272,8,17.45,5.69,0.9474,27.16094771,2,5
313978,1,-3,15,26,0,1,121.3077,0.0385,2323.2308,0.8846,9.32499615,10,21.59653846,4.97,0.9615,84.82592593,1,4
313993,0,-6,25,40,0,1,100,0.05,4893.65,0.725,12.47125,21,26.77625,5.38325,0.75,90.70666667,1,8
315670,0,6,38,60,0.0833,0.9167,100,0.1167,4728.2833,0.7667,10.49472,23,21.348,5.07616667,0.8167,99.24122807,1,14
315670,1,-6,44,72,0.0417,0.9583,100,0.1667,4088.9861,0.8194,9.94421389,33,19.23111111,4.74041667,0.8333,90.92676768,4,10
315670,2,2,38,58,0,1,98.2759,0.069,3803.9138,0.8448,9.76523103,26,20.77913793,4.485,0.8621,83.29897661,3,11
315670,3,12,40,61,0.0164,0.9836,100.8197,0.1639,4153.3443,0.8033,9.70191148,24,18.51147541,4.74409836,0.8361,82.35972222,1,7
315670,4,-8,52,86,0.0233,0.9767,116.6279,0.3256,4238.9186,0.8721,10.22635233,37,21.49,5.6577907,0.907,94.25106838,1,7
315670,5,7,44,50,0,1,100,0.16,4475.86,0.9,11.566336,29,20.8432,5.074,0.88,71.64709596,4,16
315670,6,-8,51,79,0,1,108.5443,0.0759,4231.8734,0.8734,12.44198861,50,21.75911392,5.18708861,0.8987,79.40958606,3,11
315670,7,17,43,62,0,1,102.5806,0.0806,4156.1774,0.8871,10.54354516,25,19.13129032,4.75693548,0.9032,77.54392765,1,9
315670,8,-16,60,88,0.0114,0.9886,106.5114,0.1591,4017.7614,0.8409,11.54810568,52,20.51818182,4.97522727,0.8295,86.90185185,5,25
315670,9,-10,44,59,0,1,100.339,0.1017,4350.1017,0.8983,11.83813559,35,18.17338983,4.79711864,0.8983,66.80997475,1,15
315670,10,-16,34,47,0,1,100,0.5106,4275.8511,0.8085,11.30460851,31,18.35191489,4.70170213,0.8298,71.50816993,3,5
316197,0,7,8,13,0,1,100,0,3988.7692,0.7692,13.24103846,9,30.55538462,4.95,0.7692,83.30902778,1,5
316197,1,4,15,28,0.0714,0.9286,100,0.0714,5872.2857,0.8214,8.25119286,10,19.39928571,5.92607143,0.9286,92.24814815,1,2
316197,2,-7,19,36,0.0278,0.9722,130.6667,0.0833,5077.5556,0.9722,9.51851667,13,18.33083333,6.60083333,0.9722,88.76315789,1,6
316197,3,2,12,18,0,1,100,0,5299.5556,0.7222,9.93055,7,22.99833333,5.56555556,0.8333,79.56481481,1,4
316197,4,-2,14,27,0,1,101.4815,0.0741,4839.2593,0.8519,7.63271481,8,20.21814815,5.41222222,0.8889,97.24603175,2,3
316197,7,-9,24,22,0,1,100,0,3762.6364,0.9545,9.9409,11,18.87636364,4.82863636,0.9545,45.43055556,1,1
316197,8,14,15,24,0.0417,0.9583,100,0,4461.75,0.7917,7.98959167,5,16.63416667,5.13375,0.9167,73.22037037,1,4
316197,9,-21,29,48,0,1,109.2708,0,3513.5833,0.9583,8.12117708,13,23.45291667,5.13583333,0.9583,69.31896552,4,2
316221,1,2,77,105,0.0571,0.9429,100,0.0381,2678.0286,0.6762,8.82492476,34,19.60390476,4.20247619,0.7905,82.16919192,1,22
316221,2,-5,79,110,0.0727,0.9273,100.1818,0.0455,2513.4818,0.7,11.00091182,46,28.43718182,4.14945455,0.7455,85.37165963,5,23
316221,3,4,74,100,0.06,0.94,102.1,0.02,2559.56,0.69,11.54133,47,17.7175,4.334,0.76,79.80855856,4,18
316221,4,6,78,110,0.0909,0.9091,100,0.0273,2221.3909,0.6909,9.68939727,42,16.41245455,3.96281818,0.7818,72.78311966,3,10
316221,5,-1,84,130,0.0538,0.9462,100.4615,0.0308,2539.6154,0.7846,8.49128308,37,16.92684615,4.10861538,0.8308,68.77314815,5,16
316221,6,-1,83,130,0.0769,0.9231,100,0.0077,2300.6846,0.6769,8.62384462,36,15.43184615,3.99061538,0.7538,66.76137885,7,14
316221,8,-9,77,116,0.0517,0.9483,100,0.0259,2374.1379,0.7414,7.88060603,35,16.98267241,4.01206897,0.8448,61.27777778,2,5
316221,9,6,68,104,0.0096,0.9904,100,0.0577,2329.4327,0.8077,7.42435865,22,17.15413462,3.90509615,0.8942,55.51511438,1,10
316221,10,3,74,105,0.0571,0.9429,100,0.019,2443.9429,0.7619,6.88159048,18,18.40733333,3.9352381,0.8381,59.44632132,4,8
316221,11,-5,77,132,0.0227,0.9773,100,0,2407.697,0.8258,7.5844697,28,18.06113636,3.97924242,0.8409,68.33080808,6,8
318641,0,-30,30,37,0,1,109.2973,0.2162,6116.7568,0.6486,13.13829459,17,21.46756757,6.94108108,0.7838,86.06574074,1,8
318690,1,-21,25,25,0.08,0.92,101.2,0.08,4113.44,0.76,8.674008,8,18.076,4.8004,0.84,54.55222222,1,7
318690,8,-18,52,61,0.0164,0.9836,109.6721,0.0984,3534.7049,0.9016,10.17705246,28,19.52721311,5.02377049,0.8852,57.55876068,3,6
318690,9,-15,34,28,0.0357,0.9643,100,0,3002.9286,0.9643,8.26547143,7,17.77321429,4.31214286,0.9643,39.3120915,2,4
318690,11,-1,43,63,0,1,108.0794,0.0952,3760.9206,0.9841,8.7029127,16,20.22619048,4.96777778,0.9841,67.78359173,3,10
318696,0,-20,30,50,0.16,0.84,100,0.08,4947.78,0.7,9.376332,15,22.4388,5.2022,0.74,96.23611111,1,17
318696,1,11,10,11,0.3636,0.6364,100,0.1818,4675.9091,0.1818,9.96516364,5,13.55909091,5.29,0.6364,73.73888889,1,2
318696,5,-3,22,33,0.3939,0.6061,100,0.0909,4884.3636,0.2727,5.87423636,4,22.22484848,5.11878788,0.3939,83.51262626,1,10
318696,7,10,12,20,0.3,0.7,100,0.1,5132.55,0.3,6.35416,4,13.3675,4.8255,0.6,82.50925926,1,3
318696,8,-10,22,29,0.1379,0.8621,101.0345,0.069,4356.5517,0.6552,9.42414138,12,19.87103448,4.88896552,0.6552,75.73989899,1,13
318770,8,9,31,49,0,1,101.1837,0.0816,3412.8163,0.9184,9.78877347,20,24.8844898,4.59897959,0.9184,92.41487455,2,7
318770,10,-3,3,4,0,1,100,0,3587,0.75,11.650025,1,16.23,4.75,0.75,71.53703704,2,1
318794,6,-10,42,68,0.25,0.75,100.5882,0.1324,4434.8235,0.5294,8.36078235,16,16.22647059,4.91455882,0.6471,104.2010582,2,14
318794,8,-13,39,58,0.1552,0.8448,100,0.0517,3531.7069,0.569,10.33822241,22,20.02396552,4.59431034,0.6552,85.69301994,1,17
318805,0,-29,50,71,0.0986,0.9014,100,0.1831,5989.9296,0.7465,8.64295915,15,19.90549296,5.48676056,0.8028,99.38277778,4,27
318805,1,-21,21,21,0.0952,0.9048,100,0.0952,6088.3333,0.619,10.06110952,7,18.27380952,5.78857143,0.7619,82.44973545,2,6
318805,3,2,25,29,0.2414,0.7586,100,0.1379,7492,0.6207,10.00746552,10,19.45517241,6.54275862,0.6552,105.9977778,1,4
318805,4,2,27,30,0.1667,0.8333,102,0.2,6828.8,0.7333,10.22110667,14,19.01566667,6.02933333,0.7,83.00823045,1,9
318805,5,-29,29,34,0.0882,0.9118,101.7647,0.1765,5992.5588,0.8529,10.04069118,10,17.72235294,5.55029412,0.7941,88.72796935,1,13
318805,7,24,10,18,0,1,105,0.1667,4308.9444,0.8333,9.96203333,6,15.605,4.99055556,0.8889,114.5277778,1,2
318805,8,-34,34,45,0.2,0.8,100,0.0222,4397.2444,0.6889,7.87888444,11,16.21533333,4.73111111,0.7556,84.19362745,1,11
319131,0,10,61,89,0.1124,0.8876,117.6966,0.0449,5288.1124,0.6517,8.75805056,27,19.32651685,6.35617978,0.7416,78.17395264,4,17
319131,2,-2,66,77,0.1948,0.8052,100.5195,0.0779,5788.0649,0.6104,7.55108571,22,19.90844156,5.65714286,0.6494,64.16792929,6,15
319131,3,-12,64,86,0.1047,0.8953,101.2791,0.0698,5735.3372,0.7674,8.99980116,27,18.99360465,5.98034884,0.7674,70.63758681,3,12
319131,4,-7,52,77,0.039,0.961,108.7792,0.0649,3964.7403,0.8052,8.6342,27,20.36298701,5.16545455,0.8442,72.08333333,1,8
319131,5,3,45,58,0.069,0.931,102.4138,0.069,5002.1207,0.7069,8.51666724,20,17.87137931,5.47137931,0.8276,72.66851852,1,8
319131,6,15,48,54,0.1296,0.8704,100,0,3282.5,0.7778,9.51110926,19,19.52925926,4.41407407,0.8333,49.50289352,1,10
319131,7,-9,63,74,0.1622,0.8378,100,0.0405,4275.1757,0.6351,9.88423649,27,16.03310811,4.92702703,0.7838,63.59303351,1,7
319131,8,-47,54,83,0.0602,0.9398,100,0.0361,4544.759,0.8193,6.95662289,17,17.91891566,5.15445783,0.9036,70.66872428,2,6
319131,10,-2,52,69,0.029,0.971,100,0.029,4208.6087,0.8406,8.39227971,24,19.50434783,4.89,0.8986,57.96848291,1,8
319131,11,0,50,76,0,1,100,0.0132,3999.7895,0.9211,7.78991184,22,21.01263158,4.82644737,0.9342,68.75,1,6
319141,1,1,66,102,0.0882,0.9118,100,0.0588,4853.0882,0.7353,10.63937941,42,19.32970588,5.48882353,0.7745,87.87415825,3,27
319141,2,3,67,107,0.1495,0.8505,100,0.0654,4694.4393,0.7196,12.20747664,59,18.11859813,5.37046729,0.729,94.54311774,2,32
319141,3,-5,70,113,0.0796,0.9204,107.0442,0.0619,5238.9292,0.7522,9.93466018,42,18.76663717,5.85442478,0.7965,88.10714286,1,29
319141,4,1,65,97,0.0619,0.9381,106.9691,0.0309,5157.9794,0.8144,10.95858969,47,21.53690722,5.78907216,0.8557,86.96581197,5,6
