,courier,feature_1_x,feature_2_x,week,feature_1_y,feature_2_y,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
875,107949,a,42.0,5.0,-5.0,118.0,75.0,0.1333,0.8667,100.2667,0.0133,4200.2267,0.68,8.982000000000001,23.0,16.5884,4.98653333,0.8,30.543079100000003,1.0,8.0
876,107949,a,42.0,6.0,-4.0,113.0,79.0,0.1646,0.8354,100.0,0.0,4005.8861,0.7089,10.33481013,43.0,22.49886076,4.93291139,0.7342,35.51597837,1.0,11.0
877,107949,a,42.0,7.0,-2.0,109.0,81.0,0.1481,0.8519,100.0,0.0123,3576.8025,0.716,9.9607,53.0,17.82938272,4.71716049,0.7531,35.117737,1.0,5.0
878,107949,a,42.0,9.0,2.0,104.0,61.0,0.08199999999999999,0.9179999999999999,100.0,0.0,3657.5902,0.7705,9.70219016,53.0,19.84229508,4.80344262,0.8033,25.62767094,1.0,4.0
879,107949,a,42.0,10.0,-5.0,106.0,72.0,0.0833,0.9167,100.0,0.0139,4223.3056,0.7222,9.06434861,38.0,19.29666667,5.06888889,0.8194,32.41850105,1.0,6.0
880,107951,a,20.0,,,,,,,,,,,,,,,,,,
881,107953,a,21.0,0.0,-49.0,90.0,10.0,0.0,1.0,100.0,0.0,4451.7,0.7,11.61166,3.0,23.043000000000003,5.29,0.7,7.34537037,2.0,7.0
882,107953,a,21.0,1.0,-22.0,41.0,32.0,0.125,0.875,100.0,0.0938,5742.2188,0.6875,7.20364688,6.0,22.010625,5.8921875,0.5313,54.69647696,4.0,12.0
883,107953,a,21.0,2.0,-11.0,19.0,7.0,0.0,1.0,100.0,0.1429,5067.7143,0.8571,8.11904286,1.0,19.46,5.49285714,0.8571,29.54824561,1.0,2.0
884,107955,a,28.0,4.0,-37.0,37.0,10.0,0.0,1.0,100.0,0.0,4232.1,1.0,14.22666,4.0,19.565,5.4270000000000005,0.9,19.89489489,1.0,4.0
885,108024,b,21.0,,,,,,,,,,,,,,,,,,
886,108026,b,25.0,,,,,,,,,,,,,,,,,,
887,108033,b,28.0,,,,,,,,,,,,,,,,,,
888,108036,a,36.0,0.0,-16.0,51.0,22.0,0.0455,0.9545,100.0,0.0455,3869.9091,0.8636,10.43333182,10.0,19.98363636,4.98227273,0.9091,21.24673203,1.0,8.0
889,108036,a,36.0,1.0,62.0,35.0,21.0,0.0476,0.9524,100.9524,0.0476,4907.0,0.7143,10.02380952,7.0,18.72809524,5.10428571,0.8095,28.1452381,1.0,5.0
890,108036,a,36.0,2.0,-18.0,97.0,75.0,0.12,0.88,107.1067,0.0667,5429.0533,0.68,8.04622533,23.0,16.53626667,5.97333333,0.7733,36.86454754,1.0,7.0
891,108037,a,47.0,,,,,,,,,,,,,,,,,,
892,108039,b,36.0,,,,,,,,,,,,,,,,,,
893,108042,d,44.0,,,,,,,,,,,,,,,,,,
894,108287,b,1.0,,,,,,,,,,,,,,,,,,
895,108480,b,26.0,,,,,,,,,,,,,,,,,,
896,108482,b,35.0,,,,,,,,,,,,,,,,,,
897,108485,b,32.0,,,,,,,,,,,,,,,,,,
898,108489,b,24.0,,,,,,,,,,,,,,,,,,
899,108492,a,23.0,,,,,,,,,,,,,,,,,,
900,108494,b,20.0,,,,,,,,,,,,,,,,,,
901,108496,b,20.0,,,,,,,,,,,,,,,,,,
902,110242,a,,,,,,,,,,,,,,,,,,,
903,110418,d,,,,,,,,,,,,,,,,,,,
904,110421,c,,,,,,,,,,,,,,,,,,,
905,110422,a,,,,,,,,,,,,,,,,,,,
906,110449,b,33.0,,,,,,,,,,,,,,,,,,
907,110454,b,23.0,,,,,,,,,,,,,,,,,,
908,110456,b,19.0,,,,,,,,,,,,,,,,,,
909,110457,a,25.0,,,,,,,,,,,,,,,,,,
910,110782,a,35.0,,,,,,,,,,,,,,,,,,
911,110791,a,39.0,,,,,,,,,,,,,,,,,,
912,110825,a,,,,,,,,,,,,,,,,,,,
913,110828,b,,,,,,,,,,,,,,,,,,,
914,111107,b,25.0,,,,,,,,,,,,,,,,,,
915,111108,b,19.0,,,,,,,,,,,,,,,,,,
916,111109,b,38.0,,,,,,,,,,,,,,,,,,
917,112216,b,,,,,,,,,,,,,,,,,,,
918,112217,b,,,,,,,,,,,,,,,,,,,
919,112592,a,21.0,,,,,,,,,,,,,,,,,,
920,112595,b,25.0,,,,,,,,,,,,,,,,,,
921,112597,b,20.0,,,,,,,,,,,,,,,,,,
922,112601,b,20.0,,,,,,,,,,,,,,,,,,
923,112603,b,62.0,,,,,,,,,,,,,,,,,,
924,112605,b,24.0,,,,,,,,,,,,,,,,,,
925,112771,b,20.0,,,,,,,,,,,,,,,,,,
926,112774,b,34.0,,,,,,,,,,,,,,,,,,
927,112776,b,27.0,,,,,,,,,,,,,,,,,,
928,112777,a,43.0,,,,,,,,,,,,,,,,,,
929,112999,b,1.0,,,,,,,,,,,,,,,,,,
930,113078,b,20.0,,,,,,,,,,,,,,,,,,
931,113084,a,28.0,,,,,,,,,,,,,,,,,,
932,113088,a,29.0,,,,,,,,,,,,,,,,,,
933,113091,c,27.0,,,,,,,,,,,,,,,,,,
934,113329,a,29.0,,,,,,,,,,,,,,,,,,
935,113330,a,24.0,,,,,,,,,,,,,,,,,,
936,113332,b,25.0,,,,,,,,,,,,,,,,,,
937,113333,a,31.0,,,,,,,,,,,,,,,,,,
938,113335,a,47.0,,,,,,,,,,,,,,,,,,
939,113337,b,22.0,,,,,,,,,,,,,,,,,,
940,114641,a,21.0,,,,,,,,,,,,,,,,,,
941,114650,b,19.0,,,,,,,,,,,,,,,,,,
942,114651,a,19.0,,,,,,,,,,,,,,,,,,
943,114653,b,20.0,,,,,,,,,,,,,,,,,,
944,114660,b,20.0,,,,,,,,,,,,,,,,,,
945,114661,b,20.0,,,,,,,,,,,,,,,,,,
946,114662,b,21.0,,,,,,,,,,,,,,,,,,
947,114938,c,,,,,,,,,,,,,,,,,,,
948,115155,a,25.0,,,,,,,,,,,,,,,,,,
949,115156,d,21.0,,,,,,,,,,,,,,,,,,
950,115157,a,34.0,,,,,,,,,,,,,,,,,,
951,115455,a,1.0,,,,,,,,,,,,,,,,,,
952,115481,d,31.0,,,,,,,,,,,,,,,,,,
953,115495,b,24.0,,,,,,,,,,,,,,,,,,
954,115497,a,36.0,,,,,,,,,,,,,,,,,,
955,115561,d,41.0,,,,,,,,,,,,,,,,,,
956,115562,b,22.0,,,,,,,,,,,,,,,,,,
957,115563,b,23.0,,,,,,,,,,,,,,,,,,
958,115565,b,29.0,,,,,,,,,,,,,,,,,,
959,115567,b,23.0,,,,,,,,,,,,,,,,,,
960,116544,b,,,,,,,,,,,,,,,,,,,
961,116561,a,54.0,,,,,,,,,,,,,,,,,,
962,116860,a,19.0,,,,,,,,,,,,,,,,,,
963,116861,b,21.0,,,,,,,,,,,,,,,,,,
964,117037,c,39.0,,,,,,,,,,,,,,,,,,
965,117045,a,48.0,,,,,,,,,,,,,,,,,,
966,117146,b,,0.0,-16.0,16.0,19.0,0.0,1.0,101.0526,0.0,3215.2632,0.6842,12.31140526,14.0,19.93263158,6.50842105,0.2105,69.08159722,1.0,2.0
967,117146,b,,3.0,-8.0,29.0,5.0,0.0,1.0,100.0,0.0,3240.6,0.6,4.33332,0.0,30.38,5.61,0.8,8.009578544,1.0,2.0
968,117146,b,,5.0,-20.0,20.0,16.0,0.0,1.0,100.0,0.0,4311.8125,0.4375,13.7739625,10.0,19.40625,7.82875,0.375,66.33194444,2.0,7.0
969,117263,b,1.0,,,,,,,,,,,,,,,,,,
970,117337,d,0.0,,,,,,,,,,,,,,,,,,
971,117394,b,45.0,,,,,,,,,,,,,,,,,,
972,117405,b,23.0,,,,,,,,,,,,,,,,,,
973,117408,b,23.0,,,,,,,,,,,,,,,,,,
974,117414,b,21.0,,,,,,,,,,,,,,,,,,
975,117629,b,31.0,,,,,,,,,,,,,,,,,,
976,117633,b,39.0,,,,,,,,,,,,,,,,,,
977,117634,a,20.0,,,,,,,,,,,,,,,,,,
978,118500,d,25.0,,,,,,,,,,,,,,,,,,
979,119042,a,19.0,,,,,,,,,,,,,,,,,,
980,119048,a,25.0,,,,,,,,,,,,,,,,,,
981,119055,a,21.0,,,,,,,,,,,,,,,,,,
982,119103,a,54.0,0.0,13.0,67.0,89.0,0.1348,0.8652,130.3596,0.0449,3772.0899,0.7416,11.79681124,44.0,18.15786517,5.96865169,0.7416,73.60862355,1.0,25.0
983,119103,a,54.0,1.0,-7.0,80.0,116.0,0.1207,0.8793,111.6466,0.0431,4322.6897,0.7414,8.03175,34.0,15.15215517,5.27551724,0.7759,69.46388889,2.0,13.0
984,119103,a,54.0,2.0,-12.0,73.0,116.0,0.1466,0.8534,105.8276,0.0862,4291.25,0.6809999999999999,8.89095,41.0,16.71439655,5.19068966,0.7931,87.61415525,4.0,13.0
985,119103,a,54.0,3.0,77.0,61.0,76.0,0.0789,0.9211,119.3553,0.0658,5376.8421,0.7632,10.98223947,37.0,19.48907895,6.39105263,0.8553,76.48041894,5.0,8.0
986,119103,a,54.0,4.0,31.0,138.0,79.0,0.0886,0.9114,100.0,0.0886,4787.2025,0.7595,9.37658101,27.0,15.45037975,5.13037975,0.8354,34.26811594,4.0,10.0
987,119103,a,54.0,5.0,-21.0,169.0,101.0,0.1188,0.8812,101.3861,0.0198,4118.7129,0.6733,10.16204356,45.0,19.60435644,5.09108911,0.7228,32.87623274,4.0,20.0
988,119103,a,54.0,6.0,11.0,148.0,63.0,0.1905,0.8095,103.9683,0.0,4024.9683,0.6984,8.68969048,52.0,17.34428571,5.03634921,0.7143,23.28134384,2.0,9.0
989,119103,a,54.0,8.0,19.0,137.0,64.0,0.1563,0.8438,100.0,0.0,3475.6875,0.75,8.7859375,56.0,18.51484375,4.410625,0.8438,22.78852393,1.0,9.0
990,119103,a,54.0,9.0,-8.0,156.0,88.0,0.0682,0.9318,100.0,0.0,4031.2273,0.7841,9.41344659,61.0,19.49659091,4.58863636,0.8409,28.36930199,1.0,10.0
991,119103,a,54.0,11.0,1.0,146.0,78.0,0.0256,0.9744,100.0,0.0128,4509.1795,0.8077,7.65064487,56.0,18.60666667,5.01653846,0.8462,28.07895738,4.0,5.0
992,119115,b,29.0,,,,,,,,,,,,,,,,,,
993,119116,b,35.0,,,,,,,,,,,,,,,,,,
994,119315,a,1.0,,,,,,,,,,,,,,,,,,
995,119318,b,1.0,,,,,,,,,,,,,,,,,,
996,119320,b,1.0,,,,,,,,,,,,,,,,,,
997,119428,a,1.0,,,,,,,,,,,,,,,,,,
998,119437,b,0.0,,,,,,,,,,,,,,,,,,
999,119443,b,,,,,,,,,,,,,,,,,,,
1000,119445,b,,,,,,,,,,,,,,,,,,,
1001,120601,b,,,,,,,,,,,,,,,,,,,
1002,120629,c,,,,,,,,,,,,,,,,,,,
1003,120866,b,25.0,,,,,,,,,,,,,,,,,,
1004,120867,a,32.0,,,,,,,,,,,,,,,,,,
1005,120868,b,18.0,,,,,,,,,,,,,,,,,,
1006,120869,b,24.0,,,,,,,,,,,,,,,,,,
1007,120870,b,21.0,,,,,,,,,,,,,,,,,,
1008,120871,b,32.0,,,,,,,,,,,,,,,,,,
1009,120872,a,28.0,,,,,,,,,,,,,,,,,,
1010,120873,b,28.0,,,,,,,,,,,,,,,,,,
1011,120875,b,45.0,,,,,,,,,,,,,,,,,,
1012,120877,b,20.0,,,,,,,,,,,,,,,,,,
1013,120878,b,21.0,,,,,,,,,,,,,,,,,,
1014,121032,a,21.0,,,,,,,,,,,,,,,,,,
1015,121163,b,22.0,,,,,,,,,,,,,,,,,,
1016,121164,b,26.0,,,,,,,,,,,,,,,,,,
1017,121166,b,19.0,,,,,,,,,,,,,,,,,,
1018,121168,b,22.0,,,,,,,,,,,,,,,,,,
1019,121170,b,23.0,,,,,,,,,,,,,,,,,,
1020,121171,b,21.0,,,,,,,,,,,,,,,,,,
1021,121173,a,21.0,,,,,,,,,,,,,,,,,,
1022,121345,a,1.0,,,,,,,,,,,,,,,,,,
1023,121357,b,19.0,,,,,,,,,,,,,,,,,,
1024,121470,a,0.0,,,,,,,,,,,,,,,,,,
1025,121491,b,,,,,,,,,,,,,,,,,,,
1026,121749,a,35.0,,,,,,,,,,,,,,,,,,
1027,121752,a,35.0,,,,,,,,,,,,,,,,,,
1028,121753,b,20.0,,,,,,,,,,,,,,,,,,
1029,121754,b,21.0,,,,,,,,,,,,,,,,,,
1030,121755,b,46.0,0.0,15.0,35.0,55.0,0.2182,0.7818,121.0,0.0545,2631.4,0.6,9.10727455,17.0,16.28327273,5.08327273,0.6545,78.21349206,2.0,42.0
1031,121755,b,46.0,1.0,-6.0,50.0,72.0,0.0972,0.9028,135.5694,0.0972,2329.1944,0.6389,9.52755139,22.0,20.42694444,5.47,0.7361,68.55166667,2.0,21.0
1032,121755,b,46.0,2.0,5.0,44.0,54.0,0.2407,0.7593,100.0,0.0926,2496.6111,0.5556,7.45771296,16.0,13.68722222,3.95740741,0.6296,61.06439394,2.0,30.0
1033,121755,b,46.0,3.0,-4.0,49.0,66.0,0.0758,0.9242,104.2424,0.0152,2346.7121,0.6970000000000001,7.39090758,14.0,17.28484848,4.22757576,0.7424,60.63888889,2.0,28.0
1034,121755,b,46.0,4.0,11.0,45.0,71.0,0.1549,0.8451,114.2817,0.1127,2368.0704,0.6901,8.22276761,18.0,18.4115493,4.59126761,0.7183,73.01728395,1.0,19.0
1035,121755,b,46.0,6.0,14.0,109.0,63.0,0.1746,0.8254,100.9524,0.0476,2186.3968,0.5238,8.00793651,47.0,17.00015873,3.90603175,0.6825,25.67329256,1.0,24.0
1036,121755,b,46.0,8.0,54.0,81.0,66.0,0.1667,0.8333,100.0,0.1364,2011.8788,0.6515,8.30151515,38.0,16.42363636,3.91393939,0.6818,38.07578875,2.0,18.0
1037,121755,b,46.0,10.0,-112.0,129.0,113.0,0.0088,0.9912,113.9027,0.177,1889.2832,0.885,7.30280354,40.0,18.19415929,4.34902655,0.885,29.19078381,2.0,32.0
1038,121823,b,23.0,,,,,,,,,,,,,,,,,,
1039,121827,b,35.0,4.0,-22.0,22.0,31.0,0.0323,0.9677,102.5806,0.0645,2432.1613,0.9032,10.03119355,11.0,17.84,4.1816129,0.9355,70.76136364,1.0,15.0
1040,121827,b,35.0,6.0,-12.0,39.0,37.0,0.0811,0.9189,100.0,0.0,2195.5405,0.7027,8.24369459,13.0,19.30621622,3.83459459,0.7027,44.97008547,3.0,18.0
1041,121827,b,35.0,8.0,-4.0,37.0,33.0,0.0606,0.9394,100.0,0.0606,1982.2121,0.7576,9.85606061,15.0,17.75515152,3.96515152,0.7879,55.42792793,1.0,16.0
1042,121827,b,35.0,9.0,5.0,33.0,47.0,0.0213,0.9787,100.0,0.0426,2419.7021,0.7659999999999999,8.64645745,14.0,18.2493617,4.09148936,0.8936,74.28198653,1.0,10.0
1043,121827,b,35.0,10.0,9.0,38.0,33.0,0.0,1.0,101.8182,0.1515,2480.4545,0.9091,7.71110909,9.0,20.93484848,4.12393939,0.9091,44.04459064,1.0,14.0
1044,121827,b,35.0,11.0,-4.0,47.0,42.0,0.0238,0.9762,100.0,0.0476,2445.9048,0.8809999999999999,7.45872857,12.0,19.36904762,3.93071429,0.8571,49.62706856,1.0,22.0
1045,121828,b,20.0,,,,,,,,,,,,,,,,,,
1046,121830,b,22.0,,,,,,,,,,,,,,,,,,
1047,122590,b,,,,,,,,,,,,,,,,,,,
1048,123183,d,23.0,,,,,,,,,,,,,,,,,,
1049,123185,d,22.0,,,,,,,,,,,,,,,,,,
1050,123396,d,27.0,,,,,,,,,,,,,,,,,,
1051,123489,a,20.0,,,,,,,,,,,,,,,,,,
1052,123490,b,31.0,,,,,,,,,,,,,,,,,,
1053,123680,a,51.0,,,,,,,,,,,,,,,,,,
1054,123683,b,20.0,,,,,,,,,,,,,,,,,,
1055,123759,a,36.0,,,,,,,,,,,,,,,,,,
1056,123760,d,34.0,,,,,,,,,,,,,,,,,,
1057,123763,a,23.0,,,,,,,,,,,,,,,,,,
1058,125035,a,44.0,0.0,-18.0,40.0,38.0,0.0526,0.9474,100.7895,0.0,4617.7368,0.8421,11.71359211,21.0,27.96868421,5.33815789,0.8421,57.60277778,2.0,11.0
1059,125035,a,44.0,1.0,11.0,22.0,26.0,0.0769,0.9231,100.0,0.0769,5481.5385,0.8077,11.37883846,12.0,21.29846154,5.88730769,0.8462,72.28535354,1.0,2.0
1060,125035,a,44.0,3.0,-12.0,35.0,45.0,0.0222,0.9778,121.4444,0.0444,5514.9556,0.9333,10.40444222,19.0,18.87555556,6.85911111,0.9111,71.34365079,4.0,2.0
1061,125035,a,44.0,4.0,7.0,23.0,35.0,0.0,1.0,100.0,0.0857,4382.6286,0.9143,13.37524,22.0,21.938000000000002,5.32342857,1.0,92.61956522,5.0,3.0
1062,125035,a,44.0,5.0,37.0,30.0,42.0,0.0238,0.9762,100.0,0.0238,4941.5238,0.8809999999999999,11.2861119,21.0,19.64880952,5.33166667,0.9048,77.15833333,4.0,6.0
1063,125035,a,44.0,6.0,6.0,67.0,58.0,0.0345,0.9655,100.0,0.0,3547.6552,0.9309999999999999,10.06436379,28.0,21.89051724,4.65603448,0.9138,43.67205638,4.0,2.0
1064,125035,a,44.0,7.0,-51.0,73.0,68.0,0.0294,0.9706,100.0,0.0,4111.9706,0.9265,9.32842941,35.0,19.32838235,4.90044118,0.8824,45.97374429,1.0,6.0
1065,125035,a,44.0,11.0,-78.0,78.0,57.0,0.0175,0.9825,100.0,0.0,3776.3333,0.9298,10.66198772,33.0,21.64403509,4.76403509,0.8947,34.65776353,2.0,7.0
1066,125080,b,21.0,,,,,,,,,,,,,,,,,,
1067,125597,b,22.0,,,,,,,,,,,,,,,,,,
1068,125607,b,55.0,,,,,,,,,,,,,,,,,,
1069,125609,a,27.0,,,,,,,,,,,,,,,,,,
1070,125611,a,30.0,,,,,,,,,,,,,,,,,,
1071,125703,b,0.0,,,,,,,,,,,,,,,,,,
1072,125705,d,1.0,,,,,,,,,,,,,,,,,,
1073,125710,b,1.0,,,,,,,,,,,,,,,,,,
1074,125714,b,,,,,,,,,,,,,,,,,,,
1075,125715,a,1.0,,,,,,,,,,,,,,,,,,
1076,125721,b,0.0,,,,,,,,,,,,,,,,,,
1077,125753,c,,,,,,,,,,,,,,,,,,,
1078,125755,c,,,,,,,,,,,,,,,,,,,
1079,125756,b,,,,,,,,,,,,,,,,,,,
1080,125955,a,19.0,,,,,,,,,,,,,,,,,,
1081,125956,b,19.0,,,,,,,,,,,,,,,,,,
1082,125975,b,19.0,,,,,,,,,,,,,,,,,,
1083,127426,b,21.0,,,,,,,,,,,,,,,,,,
1084,127451,b,20.0,,,,,,,,,,,,,,,,,,
1085,127633,b,29.0,,,,,,,,,,,,,,,,,,
1086,127634,a,22.0,,,,,,,,,,,,,,,,,,
1087,127635,a,23.0,,,,,,,,,,,,,,,,,,
1088,127928,a,23.0,,,,,,,,,,,,,,,,,,
1089,128253,a,,,,,,,,,,,,,,,,,,,
1090,129400,b,,,,,,,,,,,,,,,,,,,
1091,129641,b,,,,,,,,,,,,,,,,,,,
1092,129657,b,22.0,,,,,,,,,,,,,,,,,,
1093,129961,b,,,,,,,,,,,,,,,,,,,
1094,129967,b,,,,,,,,,,,,,,,,,,,
1095,130164,b,29.0,,,,,,,,,,,,,,,,,,
1096,130189,b,26.0,,,,,,,,,,,,,,,,,,
1097,130202,a,37.0,,,,,,,,,,,,,,,,,,
1098,130214,a,32.0,,,,,,,,,,,,,,,,,,
1099,130218,b,35.0,,,,,,,,,,,,,,,,,,
1100,130300,b,,,,,,,,,,,,,,,,,,,
1101,131825,c,,,,,,,,,,,,,,,,,,,
1102,132222,a,28.0,,,,,,,,,,,,,,,,,,
1103,132223,b,23.0,0.0,1.0,14.0,19.0,0.0,1.0,100.0,0.0,2559.3684,0.8947,11.36317368,9.0,19.28684211,4.05421053,0.8421,59.19642857,1.0,3.0
1104,132223,b,23.0,2.0,2.0,16.0,35.0,0.0,1.0,124.2,0.1429,2699.4,0.8571,12.92285143,17.0,22.24028571,5.72857143,0.8857,108.8263889,2.0,10.0
1105,132223,b,23.0,6.0,0.0,20.0,25.0,0.0,1.0,104.0,0.0,1540.8,1.0,10.032668,10.0,18.9904,3.8480000000000003,1.0,45.0125,1.0,1.0
1106,132223,b,23.0,7.0,-8.0,20.0,31.0,0.0,1.0,103.87100000000001,0.0323,2140.7097,0.9677,11.71075484,15.0,21.89516129,4.21322581,0.9355,73.19305556,1.0,2.0
1107,132223,b,23.0,8.0,33.0,12.0,20.0,0.0,1.0,100.0,0.05,2299.85,0.95,11.92917,9.0,21.2125,4.184,0.95,77.05787037,2.0,1.0
1108,132223,b,23.0,9.0,-45.0,45.0,21.0,0.0,1.0,100.0,0.0,2431.619,0.9048,11.18730476,27.0,22.93095238,4.20666667,0.9524,21.46790123,1.0,1.0
1109,132223,b,23.0,11.0,8.0,49.0,17.0,0.0,1.0,136.2941,0.0,1888.9412,0.8824,8.20490588,32.0,17.76705882,5.29058824,0.8824,12.69331066,2.0,1.0
1110,132226,b,26.0,,,,,,,,,,,,,,,,,,
1111,132228,d,40.0,0.0,-5.0,18.0,28.0,0.0714,0.9286,101.4286,0.1071,6240.7143,0.8571,8.31666786,9.0,23.325,5.84321429,0.8571,100.47993829999999,1.0,2.0
1112,132228,d,40.0,1.0,15.0,13.0,19.0,0.0,1.0,102.1053,0.2105,9048.3684,0.8947,7.48684211,6.0,18.99526316,7.10315789,0.9474,110.89743590000002,1.0,2.0
1113,132228,d,40.0,2.0,-14.0,28.0,42.0,0.0,1.0,100.0,0.11900000000000001,4796.3095,0.9524,9.71309286,15.0,20.0747619,5.19714286,0.9524,92.28968254,1.0,1.0
1114,132228,d,40.0,4.0,-11.0,27.0,40.0,0.05,0.95,122.675,0.35,6231.425,0.825,9.346255000000001,9.0,21.31175,6.61075,0.85,97.16358025,2.0,10.0
1115,132228,d,40.0,6.0,1.0,25.0,43.0,0.0,1.0,117.7907,0.1163,6219.5349,0.9302,8.21898605,11.0,29.44651163,6.30186047,0.8837,93.48222222,2.0,5.0
1116,132228,d,40.0,7.0,-5.0,26.0,43.0,0.0233,0.9767,134.2093,0.0698,3358.907,0.9535,11.36782558,23.0,20.825581399999997,5.61069767,0.9535,79.38568376,3.0,5.0
1117,132228,d,40.0,8.0,21.0,21.0,45.0,0.0,1.0,127.6667,0.2222,2798.0444,0.9556,8.97148889,18.0,19.49444444,5.18977778,0.9556,93.96957672,1.0,3.0
1118,132228,d,40.0,9.0,26.0,42.0,25.0,0.0,1.0,100.0,0.08,4324.0,0.92,9.328660000000001,20.0,28.0224,4.7216,0.92,29.72883598,3.0,2.0
1119,132228,d,40.0,10.0,-17.0,68.0,59.0,0.0169,0.9831,125.2712,0.2542,3221.2542,0.9322,7.49603898,26.0,17.65830508,4.98,0.9322,35.26879085,2.0,10.0
1120,132228,d,40.0,11.0,1.0,51.0,40.0,0.0,1.0,134.525,0.025,2683.875,1.0,8.05958,20.0,21.0175,5.29025,1.0,31.97821351,2.0,2.0
1121,132558,b,37.0,,,,,,,,,,,,,,,,,,
1122,132784,b,,,,,,,,,,,,,,,,,,,
1123,132788,b,,1.0,20.0,37.0,36.0,0.0,1.0,102.5,0.0,3974.1111,0.6111,10.58657778,17.0,22.34166667,7.36111111,0.4167,73.1951952,2.0,22.0
1124,132788,b,,3.0,-18.0,66.0,70.0,0.0714,0.9286,100.5714,0.0143,4393.3429,0.4857,8.43047,26.0,18.42771429,7.34442857,0.3143,74.05176768,2.0,62.0
1125,132788,b,,4.0,20.0,48.0,54.0,0.0926,0.9074,103.3333,0.0,4620.3519,0.5185,9.77006111,27.0,21.75111111,7.9437036999999995,0.3333,78.97858796,1.0,28.0
1126,132788,b,,5.0,-44.0,68.0,66.0,0.0,1.0,99.5455,0.0152,4023.8939,0.6818,9.38561061,27.0,26.58606061,7.17636364,0.3485,66.53594771,1.0,85.0
1127,132788,b,,6.0,-9.0,24.0,20.0,0.0,1.0,114.6,0.0,4325.0,0.7,9.899165,7.0,40.965,8.919,0.4,57.18518519,1.0,12.0
1128,132788,b,,8.0,-8.0,8.0,3.0,0.0,1.0,100.0,0.0,4114.6667,1.0,10.4111,1.0,20.98333333,7.37666667,0.6667,26.21180556,1.0,2.0
1129,132938,a,,10.0,-45.0,68.0,32.0,0.0313,0.9688,102.5,0.0,4817.2188,0.7188,6.92760313,10.0,19.695,6.9353125,0.375,22.3255719,1.0,11.0
1130,134051,b,25.0,,,,,,,,,,,,,,,,,,
1131,134060,b,24.0,,,,,,,,,,,,,,,,,,
1132,134424,b,,,,,,,,,,,,,,,,,,,
1133,134428,b,23.0,,,,,,,,,,,,,,,,,,
1134,134431,a,,,,,,,,,,,,,,,,,,,
1135,134434,b,21.0,,,,,,,,,,,,,,,,,,
1136,134436,b,,,,,,,,,,,,,,,,,,,
1137,134675,b,21.0,,,,,,,,,,,,,,,,,,
1138,134679,c,26.0,,,,,,,,,,,,,,,,,,
1139,134683,b,,,,,,,,,,,,,,,,,,,
1140,134684,a,37.0,,,,,,,,,,,,,,,,,,
1141,134686,b,36.0,0.0,-7.0,56.0,102.0,0.1863,0.8137,113.9314,0.0588,2142.1569,0.5294,8.03725392,31.0,18.50803922,4.40039216,0.5686,65.15922619,2.0,30.0
1142,134686,b,36.0,1.0,-8.0,49.0,73.0,0.0685,0.9315,134.9315,0.0685,2083.4384,0.6986,9.44634384,27.0,21.78890411,5.25164384,0.7671,55.23979592,3.0,17.0
1143,134686,b,36.0,2.0,6.0,41.0,68.0,0.1765,0.8235,118.8529,0.1618,2021.0294,0.6324,9.04681176,24.0,20.575,4.66117647,0.6471,60.76490515,1.0,6.0
1144,134686,b,36.0,3.0,9.0,47.0,66.0,0.0909,0.9091,126.1364,0.0,2233.6818,0.7121,6.70428939,13.0,16.88454545,4.77333333,0.7424,43.10283688,2.0,10.0
1145,134686,b,36.0,4.0,8.0,56.0,129.0,0.1318,0.8682,114.7442,0.0233,1842.6279,0.7519,7.34340853,29.0,17.19465116,4.34534884,0.7597,69.37996032,1.0,9.0
1146,134686,b,36.0,5.0,2.0,64.0,92.0,0.087,0.9129999999999999,102.3913,0.0217,1718.3804,0.7935,8.59946087,30.0,16.46478261,3.86804348,0.8478,45.27951389,3.0,9.0
1147,134686,b,36.0,6.0,-3.0,66.0,65.0,0.1846,0.8154,113.1538,0.0154,2071.4154,0.6154,8.20230769,19.0,15.95476923,4.27030769,0.6615,31.476010100000003,4.0,20.0
1148,134686,b,36.0,7.0,-6.0,63.0,76.0,0.0658,0.9342,110.2105,0.0395,1791.8553,0.8816,9.69495789,37.0,16.47013158,4.2275,0.8684,40.84656085,4.0,7.0
1149,134686,b,36.0,8.0,-4.0,57.0,91.0,0.0879,0.9121,114.6044,0.044000000000000004,1849.6044,0.8132,9.02728791,30.0,18.93769231,4.35318681,0.8242,59.41764133,7.0,29.0
1150,134686,b,36.0,9.0,54.0,53.0,67.0,0.0149,0.9851,100.0,0.0299,2048.2537,0.8507,7.81417612,15.0,24.07283582,3.88044776,0.8657,49.08857442,2.0,19.0
1151,134686,b,36.0,10.0,40.0,107.0,124.0,0.0161,0.9839,112.6855,0.129,2083.9758,0.75,7.01290161,46.0,18.24370968,4.38620968,0.7984,37.62720665,9.0,34.0
1152,134686,b,36.0,11.0,-13.0,147.0,82.0,0.0,1.0,100.0,0.061,2158.1951,0.6829,6.83129512,65.0,16.21329268,3.77256098,0.7439,18.03061224,1.0,33.0
1153,134696,a,24.0,,,,,,,,,,,,,,,,,,
1154,134746,b,46.0,,,,,,,,,,,,,,,,,,
1155,135871,a,23.0,,,,,,,,,,,,,,,,,,
